sensor_0,Soil,1403339370,139,moisture,percent
sensor_0,Soil,1403339370,122,temperature,celsius
sensor_1,Soil,1403339370,163,moisture,percent
sensor_1,Soil,1403339370,163,temperature,celsius
sensor_2,Water,1403339370,183,distance,meters
sensor_2,Water,1403339370,97,temperature,celsius
sensor_3,Gate,1403339370,151,distance,meters
sensor_0,Soil,1403337930,148,moisture,percent
sensor_0,Soil,1403337930,117,temperature,celsius
sensor_1,Soil,1403337930,164,moisture,percent
sensor_1,Soil,1403337930,146,temperature,celsius
sensor_2,Water,1403337930,189,distance,meters
sensor_2,Water,1403337930,96,temperature,celsius
sensor_3,Gate,1403337930,158,distance,meters
sensor_0,Soil,1403336490,141,moisture,percent
sensor_0,Soil,1403336490,91,temperature,celsius
sensor_1,Soil,1403336490,150,moisture,percent
sensor_1,Soil,1403336490,163,temperature,celsius
sensor_2,Water,1403336490,193,distance,meters
sensor_2,Water,1403336490,95,temperature,celsius
sensor_3,Gate,1403336490,152,distance,meters
sensor_0,Soil,1403335050,162,moisture,percent
sensor_0,Soil,1403335050,177,temperature,celsius
sensor_1,Soil,1403335050,145,moisture,percent
sensor_1,Soil,1403335050,101,temperature,celsius
sensor_2,Water,1403335050,184,distance,meters
sensor_2,Water,1403335050,91,temperature,celsius
sensor_3,Gate,1403335050,152,distance,meters
sensor_0,Soil,1403333610,161,moisture,percent
sensor_0,Soil,1403333610,125,temperature,celsius
sensor_1,Soil,1403333610,167,moisture,percent
sensor_1,Soil,1403333610,122,temperature,celsius
sensor_2,Water,1403333610,193,distance,meters
sensor_2,Water,1403333610,115,temperature,celsius
sensor_3,Gate,1403333610,158,distance,meters
sensor_0,Soil,1403332170,161,moisture,percent
sensor_0,Soil,1403332170,134,temperature,celsius
sensor_1,Soil,1403332170,143,moisture,percent
sensor_1,Soil,1403332170,179,temperature,celsius
sensor_2,Water,1403332170,192,distance,meters
sensor_2,Water,1403332170,116,temperature,celsius
sensor_3,Gate,1403332170,156,distance,meters
sensor_0,Soil,1403330730,162,moisture,percent
sensor_0,Soil,1403330730,112,temperature,celsius
sensor_1,Soil,1403330730,140,moisture,percent
sensor_1,Soil,1403330730,161,temperature,celsius
sensor_2,Water,1403330730,176,distance,meters
sensor_2,Water,1403330730,94,temperature,celsius
sensor_3,Gate,1403330730,151,distance,meters
sensor_0,Soil,1403329290,147,moisture,percent
sensor_0,Soil,1403329290,173,temperature,celsius
sensor_1,Soil,1403329290,158,moisture,percent
sensor_1,Soil,1403329290,128,temperature,celsius
sensor_2,Water,1403329290,195,distance,meters
sensor_2,Water,1403329290,96,temperature,celsius
sensor_3,Gate,1403329290,152,distance,meters
sensor_0,Soil,1403327850,156,moisture,percent
sensor_0,Soil,1403327850,131,temperature,celsius
sensor_1,Soil,1403327850,169,moisture,percent
sensor_1,Soil,1403327850,100,temperature,celsius
sensor_2,Water,1403327850,188,distance,meters
sensor_2,Water,1403327850,94,temperature,celsius
sensor_3,Gate,1403327850,153,distance,meters
sensor_0,Soil,1403326410,157,moisture,percent
sensor_0,Soil,1403326410,149,temperature,celsius
sensor_1,Soil,1403326410,159,moisture,percent
sensor_1,Soil,1403326410,97,temperature,celsius
sensor_2,Water,1403326410,185,distance,meters
sensor_2,Water,1403326410,125,temperature,celsius
sensor_3,Gate,1403326410,155,distance,meters
sensor_0,Soil,1403324970,166,moisture,percent
sensor_0,Soil,1403324970,90,temperature,celsius
sensor_1,Soil,1403324970,150,moisture,percent
sensor_1,Soil,1403324970,116,temperature,celsius
sensor_2,Water,1403324970,180,distance,meters
sensor_2,Water,1403324970,105,temperature,celsius
sensor_3,Gate,1403324970,152,distance,meters
sensor_0,Soil,1403323530,166,moisture,percent
sensor_0,Soil,1403323530,166,temperature,celsius
sensor_1,Soil,1403323530,138,moisture,percent
sensor_1,Soil,1403323530,100,temperature,celsius
sensor_2,Water,1403323530,177,distance,meters
sensor_2,Water,1403323530,102,temperature,celsius
sensor_3,Gate,1403323530,154,distance,meters
sensor_0,Soil,1403322090,164,moisture,percent
sensor_0,Soil,1403322090,173,temperature,celsius
sensor_1,Soil,1403322090,158,moisture,percent
sensor_1,Soil,1403322090,156,temperature,celsius
sensor_2,Water,1403322090,177,distance,meters
sensor_2,Water,1403322090,125,temperature,celsius
sensor_3,Gate,1403322090,151,distance,meters
sensor_0,Soil,1403320650,142,moisture,percent
sensor_0,Soil,1403320650,106,temperature,celsius
sensor_1,Soil,1403320650,141,moisture,percent
sensor_1,Soil,1403320650,103,temperature,celsius
sensor_2,Water,1403320650,184,distance,meters
sensor_2,Water,1403320650,106,temperature,celsius
sensor_3,Gate,1403320650,157,distance,meters
sensor_0,Soil,1403319210,138,moisture,percent
sensor_0,Soil,1403319210,102,temperature,celsius
sensor_1,Soil,1403319210,156,moisture,percent
sensor_1,Soil,1403319210,101,temperature,celsius
sensor_2,Water,1403319210,189,distance,meters
sensor_2,Water,1403319210,94,temperature,celsius
sensor_3,Gate,1403319210,153,distance,meters
sensor_0,Soil,1403317770,165,moisture,percent
sensor_0,Soil,1403317770,183,temperature,celsius
sensor_1,Soil,1403317770,145,moisture,percent
sensor_1,Soil,1403317770,164,temperature,celsius
sensor_2,Water,1403317770,180,distance,meters
sensor_2,Water,1403317770,118,temperature,celsius
sensor_3,Gate,1403317770,156,distance,meters
sensor_0,Soil,1403316330,145,moisture,percent
sensor_0,Soil,1403316330,169,temperature,celsius
sensor_1,Soil,1403316330,140,moisture,percent
sensor_1,Soil,1403316330,91,temperature,celsius
sensor_2,Water,1403316330,192,distance,meters
sensor_2,Water,1403316330,123,temperature,celsius
sensor_3,Gate,1403316330,154,distance,meters
sensor_0,Soil,1403314890,167,moisture,percent
sensor_0,Soil,1403314890,161,temperature,celsius
sensor_1,Soil,1403314890,153,moisture,percent
sensor_1,Soil,1403314890,122,temperature,celsius
sensor_2,Water,1403314890,188,distance,meters
sensor_2,Water,1403314890,95,temperature,celsius
sensor_3,Gate,1403314890,155,distance,meters
sensor_0,Soil,1403313450,162,moisture,percent
sensor_0,Soil,1403313450,115,temperature,celsius
sensor_1,Soil,1403313450,153,moisture,percent
sensor_1,Soil,1403313450,90,temperature,celsius
sensor_2,Water,1403313450,177,distance,meters
sensor_2,Water,1403313450,127,temperature,celsius
sensor_3,Gate,1403313450,151,distance,meters
sensor_0,Soil,1403312010,164,moisture,percent
sensor_0,Soil,1403312010,104,temperature,celsius
sensor_1,Soil,1403312010,147,moisture,percent
sensor_1,Soil,1403312010,125,temperature,celsius
sensor_2,Water,1403312010,194,distance,meters
sensor_2,Water,1403312010,123,temperature,celsius
sensor_3,Gate,1403312010,152,distance,meters
sensor_0,Soil,1403310570,154,moisture,percent
sensor_0,Soil,1403310570,119,temperature,celsius
sensor_1,Soil,1403310570,148,moisture,percent
sensor_1,Soil,1403310570,127,temperature,celsius
sensor_2,Water,1403310570,188,distance,meters
sensor_2,Water,1403310570,103,temperature,celsius
sensor_3,Gate,1403310570,157,distance,meters
sensor_0,Soil,1403309130,137,moisture,percent
sensor_0,Soil,1403309130,165,temperature,celsius
sensor_1,Soil,1403309130,168,moisture,percent
sensor_1,Soil,1403309130,120,temperature,celsius
sensor_2,Water,1403309130,194,distance,meters
sensor_2,Water,1403309130,107,temperature,celsius
sensor_3,Gate,1403309130,157,distance,meters
sensor_0,Soil,1403307690,146,moisture,percent
sensor_0,Soil,1403307690,97,temperature,celsius
sensor_1,Soil,1403307690,139,moisture,percent
sensor_1,Soil,1403307690,128,temperature,celsius
sensor_2,Water,1403307690,178,distance,meters
sensor_2,Water,1403307690,121,temperature,celsius
sensor_3,Gate,1403307690,158,distance,meters
sensor_0,Soil,1403306250,159,moisture,percent
sensor_0,Soil,1403306250,148,temperature,celsius
sensor_1,Soil,1403306250,157,moisture,percent
sensor_1,Soil,1403306250,160,temperature,celsius
sensor_2,Water,1403306250,181,distance,meters
sensor_2,Water,1403306250,117,temperature,celsius
sensor_3,Gate,1403306250,157,distance,meters
sensor_0,Soil,1403304810,150,moisture,percent
sensor_0,Soil,1403304810,168,temperature,celsius
sensor_1,Soil,1403304810,169,moisture,percent
sensor_1,Soil,1403304810,92,temperature,celsius
sensor_2,Water,1403304810,181,distance,meters
sensor_2,Water,1403304810,94,temperature,celsius
sensor_3,Gate,1403304810,158,distance,meters
sensor_0,Soil,1403303370,168,moisture,percent
sensor_0,Soil,1403303370,133,temperature,celsius
sensor_1,Soil,1403303370,144,moisture,percent
sensor_1,Soil,1403303370,162,temperature,celsius
sensor_2,Water,1403303370,177,distance,meters
sensor_2,Water,1403303370,113,temperature,celsius
sensor_3,Gate,1403303370,151,distance,meters
sensor_0,Soil,1403301930,150,moisture,percent
sensor_0,Soil,1403301930,89,temperature,celsius
sensor_1,Soil,1403301930,158,moisture,percent
sensor_1,Soil,1403301930,90,temperature,celsius
sensor_2,Water,1403301930,192,distance,meters
sensor_2,Water,1403301930,110,temperature,celsius
sensor_3,Gate,1403301930,158,distance,meters
sensor_0,Soil,1403300490,148,moisture,percent
sensor_0,Soil,1403300490,110,temperature,celsius
sensor_1,Soil,1403300490,159,moisture,percent
sensor_1,Soil,1403300490,102,temperature,celsius
sensor_2,Water,1403300490,176,distance,meters
sensor_2,Water,1403300490,96,temperature,celsius
sensor_3,Gate,1403300490,152,distance,meters
sensor_0,Soil,1403299050,169,moisture,percent
sensor_0,Soil,1403299050,132,temperature,celsius
sensor_1,Soil,1403299050,154,moisture,percent
sensor_1,Soil,1403299050,108,temperature,celsius
sensor_2,Water,1403299050,181,distance,meters
sensor_2,Water,1403299050,121,temperature,celsius
sensor_3,Gate,1403299050,153,distance,meters
sensor_0,Soil,1403297610,162,moisture,percent
sensor_0,Soil,1403297610,113,temperature,celsius
sensor_1,Soil,1403297610,156,moisture,percent
sensor_1,Soil,1403297610,148,temperature,celsius
sensor_2,Water,1403297610,181,distance,meters
sensor_2,Water,1403297610,99,temperature,celsius
sensor_3,Gate,1403297610,157,distance,meters
sensor_0,Soil,1403296170,139,moisture,percent
sensor_0,Soil,1403296170,139,temperature,celsius
sensor_1,Soil,1403296170,167,moisture,percent
sensor_1,Soil,1403296170,117,temperature,celsius
sensor_2,Water,1403296170,190,distance,meters
sensor_2,Water,1403296170,96,temperature,celsius
sensor_3,Gate,1403296170,157,distance,meters
sensor_0,Soil,1403294730,158,moisture,percent
sensor_0,Soil,1403294730,175,temperature,celsius
sensor_1,Soil,1403294730,146,moisture,percent
sensor_1,Soil,1403294730,138,temperature,celsius
sensor_2,Water,1403294730,189,distance,meters
sensor_2,Water,1403294730,102,temperature,celsius
sensor_3,Gate,1403294730,156,distance,meters
sensor_0,Soil,1403293290,161,moisture,percent
sensor_0,Soil,1403293290,177,temperature,celsius
sensor_1,Soil,1403293290,159,moisture,percent
sensor_1,Soil,1403293290,130,temperature,celsius
sensor_2,Water,1403293290,188,distance,meters
sensor_2,Water,1403293290,92,temperature,celsius
sensor_3,Gate,1403293290,153,distance,meters
sensor_0,Soil,1403291850,148,moisture,percent
sensor_0,Soil,1403291850,166,temperature,celsius
sensor_1,Soil,1403291850,137,moisture,percent
sensor_1,Soil,1403291850,151,temperature,celsius
sensor_2,Water,1403291850,177,distance,meters
sensor_2,Water,1403291850,99,temperature,celsius
sensor_3,Gate,1403291850,151,distance,meters
sensor_0,Soil,1403290410,140,moisture,percent
sensor_0,Soil,1403290410,129,temperature,celsius
sensor_1,Soil,1403290410,152,moisture,percent
sensor_1,Soil,1403290410,141,temperature,celsius
sensor_2,Water,1403290410,195,distance,meters
sensor_2,Water,1403290410,102,temperature,celsius
sensor_3,Gate,1403290410,153,distance,meters
sensor_0,Soil,1403288970,138,moisture,percent
sensor_0,Soil,1403288970,163,temperature,celsius
sensor_1,Soil,1403288970,139,moisture,percent
sensor_1,Soil,1403288970,178,temperature,celsius
sensor_2,Water,1403288970,179,distance,meters
sensor_2,Water,1403288970,113,temperature,celsius
sensor_3,Gate,1403288970,151,distance,meters
sensor_0,Soil,1403287530,167,moisture,percent
sensor_0,Soil,1403287530,167,temperature,celsius
sensor_1,Soil,1403287530,155,moisture,percent
sensor_1,Soil,1403287530,156,temperature,celsius
sensor_2,Water,1403287530,191,distance,meters
sensor_2,Water,1403287530,121,temperature,celsius
sensor_3,Gate,1403287530,154,distance,meters
sensor_0,Soil,1403286090,158,moisture,percent
sensor_0,Soil,1403286090,183,temperature,celsius
sensor_1,Soil,1403286090,153,moisture,percent
sensor_1,Soil,1403286090,144,temperature,celsius
sensor_2,Water,1403286090,183,distance,meters
sensor_2,Water,1403286090,91,temperature,celsius
sensor_3,Gate,1403286090,152,distance,meters
sensor_0,Soil,1403284650,167,moisture,percent
sensor_0,Soil,1403284650,95,temperature,celsius
sensor_1,Soil,1403284650,151,moisture,percent
sensor_1,Soil,1403284650,172,temperature,celsius
sensor_2,Water,1403284650,177,distance,meters
sensor_2,Water,1403284650,114,temperature,celsius
sensor_3,Gate,1403284650,157,distance,meters
sensor_0,Soil,1403283210,144,moisture,percent
sensor_0,Soil,1403283210,106,temperature,celsius
sensor_1,Soil,1403283210,162,moisture,percent
sensor_1,Soil,1403283210,158,temperature,celsius
sensor_2,Water,1403283210,183,distance,meters
sensor_2,Water,1403283210,102,temperature,celsius
sensor_3,Gate,1403283210,156,distance,meters
sensor_0,Soil,1403281770,145,moisture,percent
sensor_0,Soil,1403281770,115,temperature,celsius
sensor_1,Soil,1403281770,156,moisture,percent
sensor_1,Soil,1403281770,177,temperature,celsius
sensor_2,Water,1403281770,185,distance,meters
sensor_2,Water,1403281770,92,temperature,celsius
sensor_3,Gate,1403281770,156,distance,meters
sensor_0,Soil,1403280330,140,moisture,percent
sensor_0,Soil,1403280330,95,temperature,celsius
sensor_1,Soil,1403280330,148,moisture,percent
sensor_1,Soil,1403280330,126,temperature,celsius
sensor_2,Water,1403280330,190,distance,meters
sensor_2,Water,1403280330,105,temperature,celsius
sensor_3,Gate,1403280330,154,distance,meters
sensor_0,Soil,1403278890,168,moisture,percent
sensor_0,Soil,1403278890,131,temperature,celsius
sensor_1,Soil,1403278890,145,moisture,percent
sensor_1,Soil,1403278890,94,temperature,celsius
sensor_2,Water,1403278890,182,distance,meters
sensor_2,Water,1403278890,123,temperature,celsius
sensor_3,Gate,1403278890,154,distance,meters
sensor_0,Soil,1403277450,163,moisture,percent
sensor_0,Soil,1403277450,114,temperature,celsius
sensor_1,Soil,1403277450,154,moisture,percent
sensor_1,Soil,1403277450,127,temperature,celsius
sensor_2,Water,1403277450,176,distance,meters
sensor_2,Water,1403277450,97,temperature,celsius
sensor_3,Gate,1403277450,151,distance,meters
sensor_0,Soil,1403276010,154,moisture,percent
sensor_0,Soil,1403276010,151,temperature,celsius
sensor_1,Soil,1403276010,156,moisture,percent
sensor_1,Soil,1403276010,136,temperature,celsius
sensor_2,Water,1403276010,193,distance,meters
sensor_2,Water,1403276010,92,temperature,celsius
sensor_3,Gate,1403276010,154,distance,meters
sensor_0,Soil,1403274570,141,moisture,percent
sensor_0,Soil,1403274570,130,temperature,celsius
sensor_1,Soil,1403274570,159,moisture,percent
sensor_1,Soil,1403274570,93,temperature,celsius
sensor_2,Water,1403274570,177,distance,meters
sensor_2,Water,1403274570,104,temperature,celsius
sensor_3,Gate,1403274570,153,distance,meters
sensor_0,Soil,1403273130,137,moisture,percent
sensor_0,Soil,1403273130,171,temperature,celsius
sensor_1,Soil,1403273130,164,moisture,percent
sensor_1,Soil,1403273130,120,temperature,celsius
sensor_2,Water,1403273130,189,distance,meters
sensor_2,Water,1403273130,119,temperature,celsius
